Step,Action_Index,Indoor_Temp,Indoor_RH,Indoor_CO2,Outdoor_Temp,Outdoor_RH,Hour,AC_Status,Fan_Status,Next_Indoor_Temp,Next_Indoor_RH,Next_Indoor_CO2,Reward
3961,2,25.07909,57.21083,431.68872,27.0,89.0,1.0,1.0,1.0,21.916538,60.512108,449.61255,-52.21044921875
3962,19,21.916538,60.512108,449.61255,27.0,89.0,2.0,1.0,0.0,23.343353,62.04698,433.4373,-56.115
3963,5,23.343353,62.04698,433.4373,26.0,94.0,3.0,1.0,1.0,23.35766,64.66181,458.14026,-52.2
3964,14,23.35766,64.66181,458.14026,26.0,94.0,4.0,1.0,0.0,20.946629,69.54939,433.92242,-58.81423568725586
3965,22,20.946629,69.54939,433.92242,26.0,89.0,5.0,1.0,1.0,22.370243,70.36189,425.77246,-57.55249786376953
3966,15,22.370243,70.36189,425.77246,26.0,89.0,6.0,1.0,1.0,20.29671,73.35094,419.82376,-63.95370864868164
3967,18,20.29671,73.35094,419.82376,26.0,89.0,7.0,1.0,1.0,20.850664,73.41589,417.86517,-61.63782501220703
3968,17,20.850664,73.41589,417.86517,27.0,84.0,8.0,1.0,1.0,19.524574,77.05415,380.45505,-72.57173156738281
3969,20,19.524574,77.05415,380.45505,27.0,89.0,9.0,1.0,1.0,23.381392,74.19547,415.9442,-60.342838287353516
3970,14,23.381392,74.19547,415.9442,29.0,74.0,10.0,1.0,1.0,21.410263,73.56348,420.66946,-60.3033447265625
3971,10,21.410263,73.56348,420.66946,29.0,74.0,11.0,1.0,1.0,21.574745,72.03043,446.62592,-54.94261169433594
3972,7,21.574745,72.03043,446.62592,30.0,75.0,12.0,1.0,0.0,21.654501,71.28283,498.08377,-54.352752685546875
3973,23,21.654501,71.28283,498.08377,30.0,70.0,13.0,1.0,0.0,23.886892,65.41163,467.49753,-56.12347412109375
3974,20,23.886892,65.41163,467.49753,31.0,70.0,14.0,1.0,1.0,24.816149,62.792492,453.72107,-56.115
3975,22,24.816149,62.792492,453.72107,30.0,70.0,15.0,1.0,1.0,26.428284,59.19872,447.84668,-56.390140533447266
3976,21,26.428284,59.19872,447.84668,31.0,70.0,16.0,1.0,1.0,26.894037,59.14053,445.8126,-57.31395721435547
3977,19,26.894037,59.14053,445.8126,30.0,70.0,17.0,1.0,1.0,27.01617,56.28924,446.02823,-57.66390609741211
3978,14,27.01617,56.28924,446.02823,30.0,70.0,18.0,1.0,1.0,22.792183,50.85082,432.82977,-56.115
3979,0,22.792183,50.85082,432.82977,30.0,70.0,19.0,1.0,1.0,22.976841,54.003387,461.1313,0.0
3980,21,22.976841,54.003387,461.1313,30.0,70.0,20.0,0.0,0.0,25.089878,56.540043,437.34378,-56.115
3981,10,25.089878,56.540043,437.34378,29.0,79.0,21.0,1.0,1.0,26.017282,56.463947,463.8915,-52.20044708251953
3982,17,26.017282,56.463947,463.8915,28.0,84.0,22.0,1.0,0.0,26.317612,58.1394,438.68726,-56.266319274902344
3983,13,26.317612,58.1394,438.68726,28.0,89.0,23.0,1.0,1.0,23.534319,59.27629,429.57773,-56.115
3984,5,23.534319,59.27629,429.57773,27.0,94.0,0.0,1.0,1.0,23.577047,62.557533,455.8383,-52.2
3985,11,23.577047,62.557533,455.8383,27.0,84.0,1.0,1.0,0.0,22.606926,67.332504,479.9072,-52.47203063964844
3986,17,22.606926,67.332504,479.9072,26.0,94.0,2.0,1.0,0.0,22.786863,70.39937,447.63617,-57.572662353515625
3987,10,22.786863,70.39937,447.63617,26.0,100.0,3.0,1.0,1.0,23.667587,70.32181,472.269,-53.61608123779297
3988,11,23.667587,70.32181,472.269,27.0,89.0,4.0,1.0,0.0,24.37887,69.46528,494.34543,-53.196937561035156
3989,19,24.37887,69.46528,494.34543,26.0,94.0,5.0,1.0,0.0,22.629704,70.9729,453.6024,-57.89877700805664
3990,1,22.629704,70.9729,453.6024,25.0,94.0,6.0,1.0,1.0,22.62328,71.8599,478.70526,-54.552913665771484
3991,12,22.62328,71.8599,478.70526,26.0,89.0,7.0,1.0,0.0,22.371395,72.63521,444.85696,-6.829820156097412
3992,2,22.371395,72.63521,444.85696,27.0,89.0,8.0,0.0,1.0,22.010366,73.82914,498.40155,-56.097686767578125
3993,16,22.010366,73.82914,498.40155,29.0,84.0,9.0,1.0,0.0,22.393585,72.797485,467.89032,-59.1550407409668
3994,13,22.393585,72.797485,467.89032,30.0,75.0,10.0,1.0,1.0,23.038115,72.46688,455.48334,-58.90271759033203
3995,19,23.038115,72.46688,455.48334,31.0,75.0,11.0,1.0,1.0,24.326054,66.633675,448.42767,-56.24844741821289
3996,5,24.326054,66.633675,448.42767,32.0,67.0,12.0,1.0,1.0,24.151924,67.666595,502.82397,-52.555538177490234
3997,19,24.151924,67.666595,502.82397,33.0,63.0,13.0,1.0,0.0,23.080704,63.14804,471.3418,-56.115
3998,4,23.080704,63.14804,471.3418,33.0,63.0,14.0,1.0,1.0,23.372011,65.48287,522.495,-52.2116584777832
3999,8,23.372011,65.48287,522.495,35.0,56.0,15.0,1.0,0.0,24.549772,61.449554,574.40576,-52.2
4000,21,24.549772,61.449554,574.40576,34.0,63.0,16.0,1.0,0.0,24.010202,57.56533,501.45367,-56.115
4001,8,24.010202,57.56533,501.45367,34.0,60.0,17.0,1.0,1.0,23.140688,55.833813,557.5834,-52.2
4002,20,23.140688,55.833813,557.5834,33.0,63.0,18.0,1.0,0.0,24.482273,56.56973,479.83563,-56.115
4003,3,24.482273,56.56973,479.83563,32.0,67.0,19.0,1.0,1.0,23.84818,55.776505,502.20044,-52.2
4004,5,23.84818,55.776505,502.20044,32.0,67.0,20.0,1.0,0.0,24.306236,59.19286,524.85236,-52.2
4005,19,24.306236,59.19286,524.85236,31.0,75.0,21.0,1.0,0.0,25.638182,59.87383,466.5583,-56.115
4006,17,25.638182,59.87383,466.5583,31.0,66.0,22.0,1.0,1.0,25.80141,57.92158,440.13098,-56.115
4007,1,25.80141,57.92158,440.13098,30.0,84.0,23.0,1.0,1.0,23.326069,54.500732,467.23157,-52.2
4008,4,23.326069,54.500732,467.23157,30.0,70.0,0.0,1.0,0.0,23.064465,58.39435,494.05185,-52.2
4009,12,23.064465,58.39435,494.05185,29.0,74.0,1.0,1.0,0.0,23.324581,59.54573,452.51666,-3.915
4010,6,23.324581,59.54573,452.51666,28.0,79.0,2.0,0.0,1.0,23.147837,62.089867,480.4453,-52.2
4011,19,23.147837,62.089867,480.4453,27.0,89.0,3.0,1.0,0.0,24.485088,62.12127,446.26456,-56.115
4012,9,24.485088,62.12127,446.26456,26.0,89.0,4.0,1.0,1.0,25.277163,61.439915,471.49115,-52.2
4013,1,25.277163,61.439915,471.49115,26.0,89.0,5.0,1.0,0.0,23.177624,61.018124,498.3383,-52.2
4014,9,23.177624,61.018124,498.3383,26.0,89.0,6.0,1.0,0.0,23.975788,61.466125,520.9902,-52.2
4015,23,23.975788,61.466125,520.9902,29.0,79.0,7.0,1.0,0.0,24.942562,54.853935,464.84818,-56.115
4016,20,24.942562,54.853935,464.84818,30.0,75.0,8.0,1.0,1.0,24.374676,52.61453,452.52884,-56.115
4017,5,24.374676,52.61453,452.52884,32.0,63.0,9.0,1.0,1.0,22.638449,54.851673,509.35364,-52.2
4018,0,22.638449,54.851673,509.35364,33.0,59.0,10.0,1.0,0.0,23.344187,56.525455,561.2644,0.0
4019,18,23.344187,56.525455,561.2644,34.0,56.0,11.0,0.0,0.0,21.692501,56.1025,493.72717,-56.2568359375
4020,23,21.692501,56.1025,493.72717,34.0,56.0,12.0,1.0,1.0,23.808846,55.195747,465.53708,-56.115
4021,0,23.808846,55.195747,465.53708,34.0,53.0,13.0,1.0,1.0,23.82062,56.505333,517.4197,0.0
4022,6,23.82062,56.505333,517.4197,34.0,56.0,14.0,0.0,0.0,22.940771,55.936813,572.55774,-52.2
4023,1,22.940771,55.936813,572.55774,34.0,53.0,15.0,1.0,0.0,22.3625,56.58176,623.1218,-52.2
4024,18,22.3625,56.58176,623.1218,34.0,56.0,16.0,1.0,0.0,22.84703,55.71013,525.67303,-56.115
4025,19,22.84703,55.71013,525.67303,35.0,53.0,17.0,1.0,1.0,24.569054,53.328377,479.91272,-56.115
4026,1,24.569054,53.328377,479.91272,35.0,50.0,18.0,1.0,1.0,22.84177,54.21835,504.6822,-52.2
4027,9,22.84177,54.21835,504.6822,34.0,56.0,19.0,1.0,0.0,24.61452,54.91318,528.27075,-52.2
4028,5,24.61452,54.91318,528.27075,33.0,59.0,20.0,1.0,0.0,25.204786,58.478138,551.32574,-52.2
4029,3,25.204786,58.478138,551.32574,32.0,67.0,21.0,1.0,0.0,24.187859,56.066036,571.1549,-52.2
4030,14,24.187859,56.066036,571.1549,32.0,67.0,22.0,1.0,0.0,23.760191,58.068405,485.94284,-56.115
4031,11,23.760191,58.068405,485.94284,31.0,75.0,23.0,1.0,1.0,24.773695,61.061543,508.59476,-52.2
4032,2,24.773695,61.061543,508.59476,30.0,79.0,0.0,1.0,0.0,23.424658,62.59664,532.18335,-52.2
4033,1,23.424658,62.59664,532.18335,30.0,79.0,1.0,1.0,0.0,22.798279,65.37609,560.0884,-52.20707321166992
4034,21,22.798279,65.37609,560.0884,29.0,79.0,2.0,1.0,0.0,24.33058,65.90849,480.9629,-56.15626907348633
4035,11,24.33058,65.90849,480.9629,28.0,89.0,3.0,1.0,1.0,25.048073,65.386566,503.3277,-52.20747375488281
4036,2,25.048073,65.386566,503.3277,27.0,94.0,4.0,1.0,0.0,23.406288,66.700096,525.9796,-52.34451675415039
4037,1,23.406288,66.700096,525.9796,28.0,89.0,5.0,1.0,0.0,20.89607,71.03554,543.1759,-55.8493766784668
4038,18,20.89607,71.03554,543.1759,27.0,75.0,6.0,1.0,0.0,20.752043,73.55537,467.25082,-62.11081314086914
4039,20,20.752043,73.55537,467.25082,30.0,70.0,7.0,1.0,1.0,24.634092,71.99266,440.44263,-58.55986785888672
4040,0,24.634092,71.99266,440.44263,31.0,63.0,8.0,1.0,1.0,24.529211,71.396515,496.8695,-2.0457701683044434
4041,2,24.529211,71.396515,496.8695,33.0,53.0,9.0,0.0,0.0,21.47703,69.783195,523.6492,-53.75419616699219
4042,8,21.47703,69.783195,523.6492,34.0,53.0,10.0,1.0,0.0,23.213686,67.38082,575.55994,-52.48341751098633
4043,2,23.213686,67.38082,575.55994,34.0,53.0,11.0,1.0,0.0,23.007326,68.309265,630.1302,-52.747562408447266
4044,8,23.007326,68.309265,630.1302,35.0,53.0,12.0,1.0,0.0,24.061714,64.5752,683.84375,-52.2
4045,3,24.061714,64.5752,683.84375,36.0,47.0,13.0,1.0,0.0,22.98811,61.80489,733.9008,-52.2
4046,8,22.98811,61.80489,733.9008,36.0,47.0,14.0,1.0,0.0,23.884409,56.124302,776.5132,-52.2
4047,20,23.884409,56.124302,776.5132,36.0,47.0,15.0,1.0,0.0,24.024647,52.233368,588.5748,-56.115
4048,18,24.024647,52.233368,588.5748,36.0,44.0,16.0,1.0,1.0,23.936026,47.774593,507.9405,-56.115
4049,19,23.936026,47.774593,507.9405,36.0,60.0,17.0,1.0,1.0,24.799023,46.39239,471.93307,-56.115
4050,21,24.799023,46.39239,471.93307,35.0,64.0,18.0,1.0,1.0,25.852531,47.17066,442.5301,-56.115
4051,10,25.852531,47.17066,442.5301,34.0,53.0,19.0,1.0,1.0,25.960045,50.24507,472.1872,-52.2
4052,17,25.960045,50.24507,472.1872,33.0,56.0,20.0,1.0,0.0,25.851212,54.210957,442.41864,-56.115
4053,11,25.851212,54.210957,442.41864,33.0,56.0,21.0,1.0,1.0,26.261856,57.78456,471.94598,-52.302852630615234
4054,22,26.261856,57.78456,471.94598,32.0,59.0,22.0,1.0,0.0,26.647167,55.158386,442.5359,-56.74324035644531
4055,1,26.647167,55.158386,442.5359,32.0,63.0,23.0,1.0,1.0,23.695234,57.33821,472.193,-52.2
4056,21,23.695234,57.33821,472.193,31.0,75.0,0.0,1.0,0.0,24.119856,57.872272,442.42123,-56.115
4057,22,24.119856,57.872272,442.42123,30.0,79.0,1.0,1.0,1.0,24.54814,57.251858,432.37686,-56.115
4058,23,24.54814,57.251858,432.37686,30.0,75.0,2.0,1.0,1.0,25.120483,54.337715,426.0361,-56.115
4059,5,25.120483,54.337715,426.0361,30.0,70.0,3.0,1.0,1.0,24.79256,56.41154,452.6479,-52.2
4060,20,24.79256,56.41154,452.6479,30.0,75.0,4.0,1.0,0.0,24.02031,57.377995,434.33844,-56.115
4061,1,24.02031,57.377995,434.33844,28.0,89.0,5.0,1.0,1.0,23.332516,59.283222,458.7705,-52.2
4062,15,23.332516,59.283222,458.7705,28.0,84.0,6.0,1.0,0.0,21.576805,63.417564,437.80182,-56.383644104003906
4063,10,21.576805,63.417564,437.80182,31.0,70.0,7.0,1.0,1.0,22.171026,67.10552,463.9081,-52.421661376953125
4064,21,22.171026,67.10552,463.9081,33.0,63.0,8.0,1.0,0.0,21.901264,65.691734,452.27063,-56.15354919433594
4065,2,21.901264,65.691734,452.27063,34.0,53.0,9.0,1.0,1.0,21.815258,68.112785,505.79678,-52.73566818237305
4066,10,21.815258,68.112785,505.79678,35.0,53.0,10.0,1.0,0.0,24.754005,65.334915,557.7075,-52.20560836791992
4067,9,24.754005,65.334915,557.7075,36.0,47.0,11.0,1.0,0.0,24.682835,59.313637,606.39246,-52.2
4068,22,24.682835,59.313637,606.39246,37.0,45.0,12.0,1.0,0.0,24.638218,53.671013,517.381,-56.115
4069,6,24.638218,53.671013,517.381,37.0,45.0,13.0,1.0,1.0,23.635283,54.313465,569.29175,-52.2
4070,2,23.635283,54.313465,569.29175,38.0,42.0,14.0,1.0,0.0,22.639296,57.524014,621.33734,-52.2
4071,7,22.639296,57.524014,621.33734,38.0,42.0,15.0,1.0,0.0,23.643848,52.573902,675.0509,-52.2
4072,7,23.643848,52.573902,675.0509,37.0,45.0,16.0,1.0,0.0,23.81688,52.93557,723.17,-52.2
4073,3,23.81688,52.93557,723.17,37.0,45.0,17.0,1.0,0.0,22.861834,51.197792,770.433,-52.2
4074,2,22.861834,51.197792,770.433,37.0,61.0,18.0,1.0,0.0,22.638533,50.191925,787.3128,-52.2
4075,12,22.638533,50.191925,787.3128,35.0,50.0,19.0,1.0,0.0,23.285427,55.040646,578.74036,-3.915
4076,19,23.285427,55.040646,578.74036,35.0,50.0,20.0,0.0,1.0,24.295532,58.19137,490.41913,-56.115
4077,2,24.295532,58.19137,490.41913,34.0,56.0,21.0,1.0,1.0,23.211327,57.941906,513.07104,-52.2
4078,0,23.211327,57.941906,513.07104,33.0,63.0,22.0,1.0,0.0,24.192642,58.77939,536.6596,0.0
4079,9,24.192642,58.77939,536.6596,32.0,71.0,23.0,0.0,0.0,25.911602,59.32947,561.90936,-52.2
4080,21,25.911602,59.32947,561.90936,32.0,71.0,0.0,1.0,0.0,24.67611,60.248005,481.78235,-56.115
4081,7,24.67611,60.248005,481.78235,32.0,67.0,1.0,1.0,1.0,23.644377,62.241955,504.14716,-52.2
4082,7,23.644377,62.241955,504.14716,32.0,63.0,2.0,1.0,0.0,23.956316,63.09881,527.7357,-52.2
4083,13,23.956316,63.09881,527.7357,31.0,66.0,3.0,1.0,0.0,23.091396,64.065285,469.58948,-56.115
4084,1,23.091396,64.065285,469.58948,31.0,66.0,4.0,1.0,1.0,20.400898,67.280426,576.37164,-56.29570770263672
4085,19,20.400898,67.280426,576.37164,29.0,79.0,5.0,1.0,0.0,20.753479,67.66077,480.45898,-58.799705505371094
4086,11,20.753479,67.66077,480.45898,30.0,75.0,6.0,1.0,1.0,21.573267,72.012955,492.13705,-54.932228088378906
4087,12,21.573267,72.012955,492.13705,32.0,67.0,7.0,1.0,0.0,21.685442,73.01455,447.93573,-7.2750701904296875
4088,15,21.685442,73.01455,447.93573,33.0,59.0,8.0,0.0,1.0,21.724405,75.83054,445.38058,-62.093963623046875
4089,17,21.724405,75.83054,445.38058,35.0,50.0,9.0,1.0,1.0,22.387947,76.24259,444.719,-62.43479537963867
4090,21,22.387947,76.24259,444.719,35.0,50.0,10.0,1.0,1.0,23.627842,70.712776,444.69684,-57.74679183959961
4091,14,23.627842,70.712776,444.69684,36.0,47.0,11.0,1.0,1.0,22.8232,66.86964,445.5505,-56.28977966308594
4092,20,22.8232,66.86964,445.5505,36.0,47.0,12.0,1.0,1.0,23.8676,60.36663,445.9103,-56.115
4093,18,23.8676,60.36663,445.9103,37.0,48.0,13.0,1.0,1.0,23.24958,58.524597,446.0722,-56.115
4094,3,23.24958,58.524597,446.0722,37.0,45.0,14.0,1.0,1.0,22.500132,56.38763,500.40353,-52.2
4095,0,22.500132,56.38763,500.40353,38.0,42.0,15.0,1.0,0.0,22.530308,59.764523,557.05164,0.0
4096,6,22.530308,59.764523,557.05164,37.0,48.0,16.0,0.0,0.0,22.122202,59.43787,610.2811,-52.2
4097,14,22.122202,59.43787,610.2811,36.0,53.0,17.0,1.0,0.0,21.611635,61.14602,525.3823,-56.341243743896484
4098,12,21.611635,61.14602,525.3823,36.0,57.0,18.0,1.0,1.0,22.360542,63.653767,466.17572,-3.915
4099,0,22.360542,63.653767,466.17572,35.0,56.0,19.0,0.0,1.0,22.88895,67.92943,491.13068,-0.4290774464607239
4100,23,22.88895,67.92943,491.13068,34.0,60.0,20.0,0.0,0.0,25.207497,66.99304,451.20215,-56.31361389160156
4101,8,25.207497,66.99304,451.20215,32.0,67.0,21.0,1.0,1.0,25.840609,66.62623,475.37048,-52.33223342895508
4102,6,25.840609,66.62623,475.37048,32.0,67.0,22.0,1.0,0.0,26.19151,66.43554,497.50778,-52.35805130004883
4103,14,26.19151,66.43554,497.50778,31.0,70.0,23.0,1.0,0.0,23.742477,61.771996,454.07184,-56.115
4104,7,23.742477,61.771996,454.07184,30.0,75.0,0.0,1.0,1.0,24.304684,61.94937,477.12967,-52.2
4105,18,24.304684,61.94937,477.12967,29.0,84.0,1.0,1.0,0.0,24.885727,62.630306,444.67014,-56.115
4106,13,24.885727,62.630306,444.67014,29.0,84.0,2.0,1.0,1.0,23.320967,62.526123,431.47803,-56.115
4107,0,23.320967,62.526123,431.47803,29.0,84.0,3.0,1.0,1.0,23.337013,64.29887,456.97852,0.0
4108,18,23.337013,64.29887,456.97852,28.5,86.0,4.0,0.0,0.0,23.44804,66.21724,435.51923,-56.1890869140625
4109,23,23.44804,66.21724,435.51923,28.0,89.0,5.0,1.0,1.0,24.38169,61.12397,427.2009,-56.115
4110,6,24.38169,61.12397,427.2009,29.0,84.0,6.0,1.0,1.0,24.652874,61.38955,452.81763,-52.2
4111,10,24.652874,61.38955,452.81763,30.0,79.0,7.0,1.0,0.0,25.439215,58.576717,476.4774,-52.2
4112,12,25.439215,58.576717,476.4774,33.0,71.0,8.0,1.0,0.0,23.683836,57.91361,457.9909,-3.915
4113,2,23.683836,57.91361,457.9909,34.0,63.0,9.0,0.0,1.0,20.330482,55.797703,389.96225,-56.38093566894531
4114,8,20.330482,55.797703,389.96225,36.0,53.0,10.0,1.0,0.0,22.30988,57.56714,444.5683,-52.2
4115,14,22.30988,57.56714,444.5683,36.0,50.0,11.0,1.0,0.0,22.309227,56.354813,444.7447,-56.115
4116,14,22.309227,56.354813,444.7447,37.0,50.0,12.0,1.0,1.0,22.662287,55.594147,446.51575,-56.115
4117,13,22.662287,55.594147,446.51575,38.0,45.0,13.0,1.0,1.0,22.46992,57.081978,445.43298,-56.115
4118,6,22.46992,57.081978,445.43298,38.0,48.0,14.0,1.0,1.0,22.24063,55.927525,507.8016,-52.2
4119,18,22.24063,55.927525,507.8016,39.0,43.0,15.0,1.0,0.0,21.78338,56.28452,471.64603,-56.185386657714844
4120,3,21.78338,56.28452,471.64603,38.0,42.0,16.0,1.0,1.0,21.446945,55.82949,497.83713,-52.65880584716797
4121,20,21.446945,55.82949,497.83713,38.0,48.0,17.0,1.0,0.0,22.117657,51.617485,469.2898,-56.115
4122,23,22.117657,51.617485,469.2898,36.0,57.0,18.0,1.0,1.0,23.849045,50.026493,441.3406,-56.115
4123,10,23.849045,50.026493,441.3406,35.0,56.0,19.0,1.0,1.0,24.410515,51.76651,469.40295,-52.2
4124,21,24.410515,51.76651,469.40295,33.0,63.0,20.0,1.0,0.0,25.574863,51.496243,441.39154,-56.115
4125,11,25.574863,51.496243,441.39154,32.0,67.0,21.0,1.0,1.0,25.99939,53.987984,469.4539,-52.2
4126,10,25.99939,53.987984,469.4539,31.0,70.0,22.0,1.0,0.0,26.380741,56.69391,492.03214,-52.41744613647461
4127,18,26.380741,56.69391,492.03214,30.0,75.0,23.0,1.0,0.0,26.206467,52.65763,451.60782,-56.1789436340332
4128,18,26.206467,52.65763,451.60782,30.0,75.0,0.0,1.0,1.0,25.25034,53.064472,434.7705,-56.115
4129,20,25.25034,53.064472,434.7705,30.0,79.0,1.0,1.0,1.0,25.394035,52.500885,426.80148,-56.115
4130,18,25.394035,52.500885,426.80148,30.0,79.0,2.0,1.0,1.0,24.752754,52.916946,423.7998,-56.115
4131,3,24.752754,52.916946,423.7998,30.0,79.0,3.0,1.0,1.0,22.520454,54.214233,452.12048,-52.2
4132,4,22.520454,54.214233,452.12048,27.0,84.0,4.0,1.0,0.0,22.605295,57.8912,477.99695,-52.2
4133,16,22.605295,57.8912,477.99695,27.0,79.0,5.0,1.0,0.0,22.878996,59.368023,446.11038,-56.115
4134,14,22.878996,59.368023,446.11038,27.0,84.0,6.0,1.0,1.0,22.696796,61.656242,432.6183,-56.115
4135,13,22.696796,61.656242,432.6183,29.0,79.0,7.0,1.0,1.0,22.430002,63.436367,425.85944,-56.115
4136,3,22.430002,63.436367,425.85944,30.0,79.0,8.0,1.0,1.0,22.147398,66.29644,489.96454,-52.28403854370117
4137,18,22.147398,66.29644,489.96454,32.0,71.0,9.0,1.0,0.0,22.610636,65.58764,464.60553,-56.132266998291016
4138,22,22.610636,65.58764,464.60553,34.0,63.0,10.0,1.0,1.0,24.592707,61.333027,452.41965,-56.115
4139,0,24.592707,61.333027,452.41965,35.0,63.0,11.0,1.0,1.0,24.851042,64.56808,506.02554,0.0
4140,7,24.851042,64.56808,506.02554,35.0,60.0,12.0,0.0,0.0,25.100199,57.71202,557.9363,-52.2
4141,13,25.100199,57.71202,557.9363,36.0,53.0,13.0,1.0,0.0,21.953724,56.181694,492.83588,-56.11821365356445
4142,22,21.953724,56.181694,492.83588,36.0,57.0,14.0,1.0,1.0,24.141056,57.714485,465.136,-56.115
4143,15,24.141056,57.714485,465.136,35.0,63.0,15.0,1.0,1.0,23.632906,52.29724,452.65836,-56.115
4144,8,23.632906,52.29724,452.65836,36.0,57.0,16.0,1.0,1.0,23.951572,52.219353,505.8651,-52.2
4145,6,23.951572,52.219353,505.8651,32.0,79.0,17.0,1.0,0.0,24.154406,52.413105,557.7759,-52.2
4146,3,24.154406,52.413105,557.7759,33.0,67.0,18.0,1.0,0.0,24.26829,50.080482,577.60504,-52.2
4147,22,24.26829,50.080482,577.60504,32.0,75.0,19.0,1.0,0.0,25.349943,51.016655,489.90823,-56.115
4148,8,25.349943,51.016655,489.90823,31.0,70.0,20.0,1.0,1.0,25.313307,53.52495,512.5601,-52.2
4149,2,25.313307,53.52495,512.5601,31.0,70.0,21.0,1.0,0.0,23.480156,53.13942,536.1487,-52.2
4150,1,23.480156,53.13942,536.1487,29.0,74.0,22.0,1.0,0.0,23.09479,56.66476,565.25104,-52.2
4151,19,23.09479,56.66476,565.25104,29.0,79.0,23.0,1.0,0.0,24.962082,57.938496,483.28607,-56.115
4152,10,24.962082,57.938496,483.28607,29.0,84.0,0.0,1.0,1.0,25.548544,59.925682,505.938,-52.2
4153,13,25.548544,59.925682,505.938,27.0,79.0,1.0,1.0,0.0,23.408678,60.063675,458.28696,-56.115
4154,21,23.408678,60.063675,458.28696,24.0,94.0,2.0,1.0,1.0,23.977089,58.79752,436.06027,-56.115
4155,17,23.977089,58.79752,436.06027,25.0,94.0,3.0,1.0,1.0,23.84859,59.869053,427.66043,-56.115
4156,8,23.84859,59.869053,427.66043,26.0,89.0,4.0,1.0,1.0,24.206076,58.753613,453.27716,-52.2
4157,7,24.206076,58.753613,453.27716,25.0,94.0,5.0,1.0,0.0,24.795956,58.727245,476.93692,-52.2
4158,7,24.795956,58.727245,476.93692,25.0,94.0,6.0,1.0,0.0,25.03404,58.86872,499.07422,-52.2
4159,22,25.03404,58.86872,499.07422,25.0,94.0,7.0,1.0,0.0,25.243755,56.00962,454.77676,-56.115
4160,16,25.243755,56.00962,454.77676,26.0,89.0,8.0,1.0,1.0,24.62408,55.219723,448.1097,-56.115
4161,18,24.62408,55.219723,448.1097,26.0,89.0,9.0,1.0,1.0,24.661217,55.418343,446.12772,-56.115
4162,9,24.661217,55.418343,446.12772,27.0,89.0,10.0,1.0,1.0,23.916159,55.153107,500.6806,-52.2
4163,15,23.916159,55.153107,500.6806,28.0,84.0,11.0,1.0,0.0,22.319477,56.060112,468.43353,-56.115
4164,21,22.319477,56.060112,468.43353,30.0,79.0,12.0,1.0,1.0,22.701088,55.91434,454.95078,-56.115
4165,18,22.701088,55.91434,454.95078,31.0,75.0,13.0,1.0,1.0,22.668476,57.17172,451.0747,-56.115
4166,11,22.668476,57.17172,451.0747,32.0,71.0,14.0,1.0,1.0,24.11165,56.561436,504.79007,-52.2
4167,18,24.11165,56.561436,504.79007,33.0,67.0,15.0,1.0,0.0,23.198092,56.80848,470.51535,-56.115
4168,0,23.198092,56.80848,470.51535,32.0,71.0,16.0,1.0,1.0,22.312098,58.196537,521.8377,0.0
4169,7,22.312098,58.196537,521.8377,31.0,75.0,17.0,0.0,0.0,24.679873,60.961533,573.7485,-52.2
4170,22,24.679873,60.961533,573.7485,30.0,79.0,18.0,1.0,0.0,25.45663,58.313824,488.1728,-56.115
4171,4,25.45663,58.313824,488.1728,29.0,74.0,19.0,1.0,1.0,24.909239,57.6937,510.8247,-52.2
4172,23,24.909239,57.6937,510.8247,28.0,79.0,20.0,1.0,0.0,26.124105,53.888443,460.48596,-56.13810348510742
4173,18,26.124105,53.888443,460.48596,28.0,84.0,21.0,1.0,1.0,26.223442,55.165874,437.10178,-56.18989181518555
4174,20,26.223442,55.165874,437.10178,28.0,84.0,22.0,1.0,1.0,26.087166,55.928654,428.64227,-56.126399993896484
4175,16,26.087166,55.928654,428.64227,27.0,89.0,23.0,1.0,1.0,25.523577,54.92543,424.52997,-56.115
4176,7,25.523577,54.92543,424.52997,27.0,89.0,0.0,1.0,1.0,25.811544,56.118183,450.81168,-52.2
4177,18,25.811544,56.118183,450.81168,27.0,94.0,1.0,1.0,0.0,25.696867,57.56787,433.84186,-56.115
4178,12,25.696867,57.56787,433.84186,27.0,94.0,2.0,1.0,1.0,25.611626,59.288174,426.06772,-3.915
4179,13,25.611626,59.288174,426.06772,28.0,89.0,3.0,0.0,1.0,20.447851,61.186275,462.60083,-59.72875213623047
4180,18,20.447851,61.186275,462.60083,27.0,94.0,4.0,1.0,1.0,21.811136,63.566994,434.18317,-56.16850662231445
4181,2,21.811136,63.566994,434.18317,27.0,94.0,5.0,1.0,1.0,21.756111,66.1853,450.72482,-52.35947036743164
4182,13,21.756111,66.1853,450.72482,27.0,94.0,6.0,1.0,0.0,21.813736,67.53007,429.81287,-56.48710632324219
4183,9,21.813736,67.53007,429.81287,28.0,89.0,7.0,1.0,1.0,23.71397,64.72879,456.07343,-52.2
4184,15,23.71397,64.72879,456.07343,29.0,84.0,8.0,1.0,0.0,23.414959,63.797367,448.87302,-56.115
4185,17,23.414959,63.797367,448.87302,31.0,70.0,9.0,1.0,1.0,23.441027,64.39068,446.32025,-56.115
4186,13,23.441027,64.39068,446.32025,32.0,67.0,10.0,1.0,1.0,22.81389,67.08543,446.17303,-56.33245086669922
