Step,Action_Index,Indoor_Temp,Indoor_RH,Indoor_CO2,Outdoor_Temp,Outdoor_RH,Hour,AC_Status,Fan_Status,Next_Indoor_Temp,Next_Indoor_RH,Next_Indoor_CO2,Reward
1544,18,25.175816,49.229115,490.08957,21.0,100.0,8.0,1.0,1.0,25.086672,48.050457,463.90015,-56.115
1545,11,25.086672,48.050457,463.90015,22.0,94.0,9.0,1.0,1.0,25.64402,48.3994,515.7827,-52.2
1546,14,25.64402,48.3994,515.7827,22.0,94.0,10.0,1.0,0.0,23.325756,47.967953,475.46207,-56.115
1547,4,23.325756,47.967953,475.46207,22.0,100.0,11.0,1.0,1.0,23.143671,49.49937,532.07227,-52.2
1548,13,23.143671,49.49937,532.07227,23.0,94.0,12.0,1.0,0.0,22.527609,50.22375,485.9118,-56.115
1549,15,22.527609,50.22375,485.9118,23.0,94.0,13.0,1.0,1.0,22.660065,48.993134,463.4403,-56.115
1550,20,22.660065,48.993134,463.4403,24.0,89.0,14.0,1.0,1.0,24.344381,49.3691,451.8953,-56.115
1551,8,24.344381,49.3691,451.8953,23.0,94.0,15.0,1.0,1.0,25.392824,49.53306,507.10233,-52.2
1552,14,25.392824,49.53306,507.10233,24.0,89.0,16.0,1.0,0.0,23.313982,47.86457,471.55588,-56.115
1553,6,23.313982,47.86457,471.55588,23.0,94.0,17.0,1.0,1.0,23.621809,49.424255,522.70905,-52.2
1554,5,23.621809,49.424255,522.70905,23.0,94.0,18.0,1.0,0.0,23.633175,51.92941,545.8259,-52.2
1555,11,23.633175,51.92941,545.8259,23.0,94.0,19.0,1.0,0.0,24.615604,55.020767,571.0757,-52.2
1556,17,24.615604,55.020767,571.0757,23.0,94.0,20.0,1.0,0.0,24.568064,56.407433,485.90717,-56.115
1557,1,24.568064,56.407433,485.90717,23.0,94.0,21.0,1.0,1.0,23.215563,54.28348,508.55908,-52.2
1558,21,23.215563,54.28348,508.55908,22.0,100.0,22.0,1.0,0.0,23.586107,61.91388,459.46643,-56.115
1559,5,23.586107,61.91388,459.46643,22.0,94.0,23.0,1.0,1.0,23.915276,61.31663,481.47504,-52.2
1560,15,23.915276,61.31663,481.47504,22.0,94.0,0.0,1.0,0.0,23.627972,63.38423,446.72794,-56.115
1561,8,23.627972,63.38423,446.72794,22.0,94.0,1.0,1.0,1.0,24.919899,63.887585,471.86682,-52.2
1562,4,24.919899,63.887585,471.86682,22.0,94.0,2.0,1.0,0.0,24.323675,65.33954,494.44507,-52.20576477050781
1563,21,24.323675,65.33954,494.44507,22.0,94.0,3.0,1.0,0.0,24.711203,64.86186,452.69363,-56.115
1564,13,24.711203,64.86186,452.69363,22.0,94.0,4.0,1.0,1.0,23.013725,66.59477,436.24957,-56.24216842651367
1565,4,23.013725,66.59477,436.24957,21.0,94.0,5.0,1.0,1.0,23.032082,67.455475,464.85153,-52.501468658447266
1566,12,23.032082,67.455475,464.85153,20.0,88.0,6.0,1.0,0.0,23.00377,67.4031,441.08984,-4.203744411468506
1567,11,23.00377,67.4031,441.08984,19.0,88.0,7.0,0.0,1.0,25.339037,65.50358,469.1522,-52.21268081665039
1568,16,25.339037,65.50358,469.1522,19.0,88.0,8.0,1.0,0.0,24.861494,62.072575,454.4461,-56.115
1569,11,24.861494,62.072575,454.4461,20.0,78.0,9.0,1.0,1.0,25.513796,57.701595,506.5798,-52.2
1570,16,25.513796,57.701595,506.5798,20.0,78.0,10.0,1.0,0.0,25.225462,54.15276,471.32074,-56.115
1571,6,25.225462,54.15276,471.32074,21.0,78.0,11.0,1.0,1.0,25.162836,52.660194,522.47394,-52.2
1572,15,25.162836,52.660194,522.47394,22.0,73.0,12.0,1.0,0.0,24.069439,47.917015,478.4731,-56.115
1573,17,24.069439,47.917015,478.4731,24.0,57.0,13.0,1.0,1.0,24.060057,47.376453,458.88898,-56.115
1574,16,24.060057,47.376453,458.88898,24.0,54.0,14.0,1.0,1.0,23.737366,47.76248,449.90088,-56.115
1575,0,23.737366,47.76248,449.90088,24.0,54.0,15.0,1.0,1.0,24.150692,48.503754,504.14044,0.0
1576,1,24.150692,48.503754,504.14044,24.0,57.0,16.0,0.0,0.0,20.867268,47.589527,530.7272,-54.12462615966797
1577,14,20.867268,47.589527,530.7272,24.0,57.0,17.0,1.0,0.0,20.319021,47.458828,543.06396,-60.35353469848633
1578,8,20.319021,47.458828,543.06396,23.0,65.0,18.0,1.0,1.0,22.093401,48.45897,566.46484,-52.2
1579,21,22.093401,48.45897,566.46484,22.0,69.0,19.0,1.0,0.0,23.56543,50.67638,483.8323,-56.115
1580,3,23.56543,50.67638,483.8323,20.0,64.0,20.0,1.0,1.0,23.205576,51.351242,506.48422,-52.2
1581,22,23.205576,51.351242,506.48422,20.0,83.0,21.0,1.0,0.0,23.853731,53.968258,458.53278,-56.115
1582,4,23.853731,53.968258,458.53278,19.0,94.0,22.0,1.0,1.0,24.07234,55.78248,480.7784,-52.2
1583,16,24.07234,55.78248,480.7784,19.0,88.0,23.0,1.0,0.0,23.842533,56.6363,446.41446,-56.115
1584,10,23.842533,56.6363,446.41446,18.0,94.0,0.0,1.0,1.0,24.334806,53.939816,471.64105,-52.2
1585,11,24.334806,53.939816,471.64105,17.0,94.0,1.0,1.0,0.0,24.93797,51.821857,494.2193,-52.2
1586,17,24.93797,51.821857,494.2193,17.0,88.0,2.0,1.0,0.0,24.650913,52.77982,452.59204,-56.115
1587,13,24.650913,52.77982,452.59204,16.0,94.0,3.0,1.0,1.0,23.343624,52.661987,434.3133,-56.115
1588,5,23.343624,52.661987,434.3133,17.0,94.0,4.0,1.0,1.0,23.376547,54.096413,458.39972,-52.2
1589,10,23.376547,54.096413,458.39972,17.0,94.0,5.0,1.0,0.0,24.144,52.949413,480.2467,-52.2
1590,7,24.144,52.949413,480.2467,17.0,94.0,6.0,1.0,0.0,24.707352,52.671406,502.6115,-52.2
1591,20,24.707352,52.671406,502.6115,17.0,94.0,7.0,1.0,0.0,25.308733,48.218464,456.36853,-56.115
1592,5,25.308733,48.218464,456.36853,18.0,94.0,8.0,1.0,1.0,24.972216,48.33715,507.97174,-52.2
1593,3,24.972216,48.33715,507.97174,19.0,94.0,9.0,1.0,0.0,24.329254,46.8929,559.8825,-52.2
1594,7,24.329254,46.8929,559.8825,22.0,78.0,10.0,1.0,0.0,25.087313,48.028744,608.56744,-52.2
1595,9,25.087313,48.028744,608.56744,24.0,57.0,11.0,1.0,0.0,25.227194,46.50285,663.02167,-52.2
1596,15,25.227194,46.50285,663.02167,25.0,50.0,12.0,1.0,0.0,24.47941,43.020184,540.0741,-56.115
1597,6,24.47941,43.020184,540.0741,26.0,39.0,13.0,1.0,1.0,24.516697,41.381477,594.1797,-52.2
1598,9,24.516697,41.381477,594.1797,26.0,42.0,14.0,1.0,0.0,25.100481,43.5959,645.47266,-52.2
1599,3,25.100481,43.5959,645.47266,25.0,50.0,15.0,1.0,0.0,24.379356,39.76829,693.8842,-52.20268630981445
1600,19,24.379356,39.76829,693.8842,25.0,47.0,16.0,1.0,0.0,25.165361,40.540432,551.1454,-56.115
1601,0,25.165361,40.540432,551.1454,24.0,50.0,17.0,1.0,1.0,25.64914,42.697258,599.8303,0.0
1602,17,25.64914,42.697258,599.8303,23.0,50.0,18.0,0.0,0.0,24.327791,46.211338,500.02036,-56.115
1603,13,24.327791,46.211338,500.02036,21.0,53.0,19.0,1.0,1.0,22.249743,48.248543,454.355,-56.115
1604,0,22.249743,48.248543,454.355,21.0,53.0,20.0,1.0,1.0,22.256235,50.18266,475.57196,0.0
1605,14,22.256235,50.18266,475.57196,19.0,68.0,21.0,0.0,0.0,21.963924,50.903343,440.3933,-56.1169548034668
1606,20,21.963924,50.903343,440.3933,19.0,68.0,22.0,1.0,1.0,23.456436,51.916412,430.37225,-56.115
1607,17,23.456436,51.916412,430.37225,18.0,73.0,23.0,1.0,1.0,23.73847,53.383278,425.32007,-56.115
1608,9,23.73847,53.383278,425.32007,17.0,82.0,0.0,1.0,1.0,24.082258,51.81352,451.6527,-52.2
1609,7,24.082258,51.81352,451.6527,16.0,88.0,1.0,1.0,0.0,24.45664,52.751534,477.3127,-52.2
1610,15,24.45664,52.751534,477.3127,16.0,88.0,2.0,1.0,0.0,24.07297,49.75585,444.7525,-56.115
1611,15,24.07297,49.75585,444.7525,16.0,88.0,3.0,1.0,1.0,23.62571,48.879776,431.51508,-56.115
1612,23,23.62571,48.879776,431.51508,16.0,88.0,4.0,1.0,1.0,24.227627,46.234203,425.6483,-56.115
1613,8,24.227627,46.234203,425.6483,17.0,82.0,5.0,1.0,1.0,24.653822,46.119255,451.98093,-52.2
1614,23,24.653822,46.119255,451.98093,16.0,82.0,6.0,1.0,0.0,25.230417,42.569847,434.93842,-56.115
1615,19,25.230417,42.569847,434.93842,17.0,68.0,7.0,1.0,1.0,25.6733,40.16398,426.87704,-56.115
1616,7,25.6733,40.16398,426.87704,18.0,89.0,8.0,1.0,1.0,26.262735,38.921604,482.2903,-52.3616943359375
1617,16,26.262735,38.921604,482.2903,19.0,64.0,9.0,1.0,0.0,25.931906,37.723553,458.61755,-56.37411117553711
1618,4,25.931906,37.723553,458.61755,20.0,64.0,10.0,1.0,1.0,25.726637,38.96573,510.61945,-52.25348663330078
1619,21,25.726637,38.96573,510.61945,22.0,64.0,11.0,1.0,0.0,25.92625,38.242455,471.40427,-56.26945114135742
1620,16,25.92625,38.242455,471.40427,22.0,64.0,12.0,1.0,1.0,25.549006,39.251423,455.15085,-56.14302062988281
1621,12,25.549006,39.251423,455.15085,23.0,69.0,13.0,1.0,1.0,26.087482,44.257095,448.27805,-3.9264798164367676
1622,6,26.087482,44.257095,448.27805,22.0,73.0,14.0,0.0,1.0,24.327477,40.750927,502.67435,-52.2
1623,21,24.327477,40.750927,502.67435,23.0,69.0,15.0,1.0,0.0,24.989305,41.33944,469.5633,-56.115
1624,3,24.989305,41.33944,469.5633,22.0,73.0,16.0,1.0,1.0,24.391441,39.92091,521.40247,-52.200313568115234
1625,2,24.391441,39.92091,521.40247,22.0,73.0,17.0,1.0,0.0,23.27625,43.17974,573.31323,-52.2
1626,11,23.27625,43.17974,573.31323,21.0,83.0,18.0,1.0,0.0,24.486835,46.81452,595.5043,-52.2
1627,12,24.486835,46.81452,595.5043,21.0,78.0,19.0,1.0,0.0,24.283892,49.10956,498.07364,-3.915
1628,12,24.283892,49.10956,498.07364,20.0,88.0,20.0,0.0,1.0,24.246515,50.975075,454.32648,-3.915
1629,11,24.246515,50.975075,454.32648,20.0,88.0,21.0,0.0,1.0,24.80575,53.269657,477.3843,-52.2
1630,23,24.80575,53.269657,477.3843,20.0,88.0,22.0,1.0,0.0,25.048468,51.27603,444.78473,-56.115
1631,7,25.048468,51.27603,444.78473,20.0,88.0,23.0,1.0,1.0,25.427933,54.033546,470.06577,-52.2
1632,0,25.427933,54.033546,470.06577,19.0,94.0,0.0,1.0,0.0,25.39092,54.62359,492.644,0.0
1633,21,25.39092,54.62359,492.644,19.0,94.0,1.0,0.0,0.0,26.144554,54.280174,451.88315,-56.14634704589844
1634,19,26.144554,54.280174,451.88315,19.0,94.0,2.0,1.0,1.0,26.365665,54.429886,434.8944,-56.31556701660156
1635,18,26.365665,54.429886,434.8944,19.0,94.0,3.0,1.0,1.0,26.236588,53.28947,426.85724,-56.1989631652832
1636,6,26.236588,53.28947,426.85724,18.0,100.0,4.0,1.0,1.0,26.02231,52.203926,452.94418,-52.200748443603516
1637,8,26.02231,52.203926,452.94418,18.0,94.0,5.0,1.0,0.0,26.379456,50.695324,476.60394,-52.41598129272461
1638,18,26.379456,50.695324,476.60394,18.0,94.0,6.0,1.0,0.0,26.342524,48.47842,444.43356,-56.290985107421875
1639,18,26.342524,48.47842,444.43356,19.0,94.0,7.0,1.0,1.0,26.235144,46.641407,431.37158,-56.197940826416016
1640,16,26.235144,46.641407,431.37158,19.0,94.0,8.0,1.0,1.0,26.137955,47.614494,438.78928,-56.14354705810547
1641,16,26.137955,47.614494,438.78928,19.0,94.0,9.0,1.0,1.0,25.510326,47.84942,442.82047,-56.115
1642,4,25.510326,47.84942,442.82047,20.0,88.0,10.0,1.0,1.0,25.24206,49.260456,498.28687,-52.2
1643,20,25.24206,49.260456,498.28687,22.0,78.0,11.0,1.0,0.0,25.776363,48.519554,467.58893,-56.115
1644,11,25.776363,48.519554,467.58893,22.0,78.0,12.0,1.0,1.0,26.081995,47.79399,519.4715,-52.210086822509766
1645,4,26.081995,47.79399,519.4715,22.0,78.0,13.0,1.0,0.0,25.031376,48.272427,571.38226,-52.2
1646,15,25.031376,48.272427,571.38226,23.0,78.0,14.0,1.0,0.0,23.732946,44.393326,499.03024,-56.115
1647,14,23.732946,44.393326,499.03024,24.0,65.0,15.0,1.0,1.0,23.509375,43.323074,467.92343,-56.115
1648,2,23.509375,43.323074,467.92343,23.0,73.0,16.0,1.0,1.0,23.179363,43.334785,524.0249,-52.2
1649,8,23.179363,43.334785,524.0249,22.0,78.0,17.0,1.0,0.0,24.5141,47.612896,575.93567,-52.2
1650,22,24.5141,47.612896,575.93567,22.0,78.0,18.0,1.0,0.0,24.874739,48.599354,489.157,-56.115
1651,23,24.874739,48.599354,489.157,22.0,78.0,19.0,1.0,1.0,25.152916,47.29063,450.31403,-56.115
1652,17,25.152916,47.29063,450.31403,21.0,83.0,20.0,1.0,1.0,25.088709,53.318146,433.71716,-56.115
1653,7,25.088709,53.318146,433.71716,21.0,88.0,21.0,1.0,1.0,25.744793,55.70088,457.8036,-52.2
1654,3,25.744793,55.70088,457.8036,21.0,88.0,22.0,1.0,0.0,24.5561,50.00066,479.75665,-52.2
1655,2,24.5561,50.00066,479.75665,21.0,88.0,23.0,1.0,0.0,23.66355,52.116634,502.12146,-52.2
1656,23,23.66355,52.116634,502.12146,21.0,88.0,0.0,1.0,0.0,24.197508,51.8181,456.148,-56.115
1657,22,24.197508,51.8181,456.148,21.0,88.0,1.0,1.0,1.0,24.340616,53.862823,435.36966,-56.115
1658,5,24.340616,53.862823,435.36966,20.0,94.0,2.0,1.0,1.0,24.563416,56.643913,460.37173,-52.2
1659,21,24.563416,56.643913,460.37173,20.0,88.0,3.0,1.0,0.0,24.724075,55.743935,437.05038,-56.115
1660,5,24.724075,55.743935,437.05038,20.0,88.0,4.0,1.0,1.0,24.601917,57.669025,463.5981,-52.2
1661,7,24.601917,57.669025,463.5981,20.0,88.0,5.0,1.0,0.0,25.211088,58.285725,485.67828,-52.2
1662,14,25.211088,58.285725,485.67828,20.0,88.0,6.0,1.0,0.0,23.539938,57.19785,448.7486,-56.115
1663,8,23.539938,57.19785,448.7486,20.0,94.0,7.0,1.0,1.0,24.478195,53.67253,473.26245,-52.2
1664,16,24.478195,53.67253,473.26245,21.0,88.0,8.0,1.0,0.0,24.027582,52.681904,456.3064,-56.115
1665,13,24.027582,52.681904,456.3064,21.0,88.0,9.0,1.0,1.0,23.332567,53.348343,448.97784,-56.115
1666,16,23.332567,53.348343,448.97784,22.0,78.0,10.0,1.0,1.0,23.26455,53.46427,446.3674,-56.115
1667,21,23.26455,53.46427,446.3674,22.0,78.0,11.0,1.0,1.0,23.943718,53.21141,445.41412,-56.115
1668,8,23.943718,53.21141,445.41412,23.0,73.0,12.0,1.0,1.0,24.702639,53.04939,499.70462,-52.2
1669,15,24.702639,53.04939,499.70462,23.0,78.0,13.0,1.0,0.0,24.201094,48.828857,468.2269,-56.115
1670,14,24.201094,48.828857,468.2269,24.0,69.0,14.0,1.0,1.0,23.284128,46.91932,454.02972,-56.115
1671,8,23.284128,46.91932,454.02972,24.0,69.0,15.0,1.0,1.0,24.625124,47.747303,506.63458,-52.2
1672,19,24.625124,47.747303,506.63458,24.0,69.0,16.0,1.0,0.0,24.981705,45.993336,471.3454,-56.115
1673,23,24.981705,45.993336,471.3454,24.0,74.0,17.0,1.0,1.0,25.738298,44.987637,455.12436,-56.115
1674,21,25.738298,44.987637,455.12436,24.0,69.0,18.0,1.0,1.0,25.819796,47.08379,434.96997,-56.115
1675,22,25.819796,47.08379,434.96997,23.0,78.0,19.0,1.0,1.0,25.92187,46.287918,426.89124,-56.115
1676,13,25.92187,46.287918,426.89124,23.0,83.0,20.0,1.0,1.0,23.04893,53.129295,425.70663,-56.115
1677,16,23.04893,53.129295,425.70663,22.0,88.0,21.0,1.0,1.0,23.130827,55.47808,425.4151,-56.115
1678,18,23.130827,55.47808,425.4151,22.0,83.0,22.0,1.0,1.0,23.76102,56.75012,423.2865,-56.115
1679,11,23.76102,56.75012,423.2865,22.0,83.0,23.0,1.0,1.0,24.542063,53.19889,451.03122,-52.2
1680,8,24.542063,53.19889,451.03122,22.0,83.0,0.0,1.0,0.0,24.994537,55.71529,475.19955,-52.2
1681,3,24.994537,55.71529,475.19955,21.0,88.0,1.0,1.0,0.0,24.19494,55.539692,497.33685,-52.2
1682,17,24.19494,55.539692,497.33685,21.0,88.0,2.0,1.0,0.0,24.103226,56.602802,453.99493,-56.115
1683,7,24.103226,56.602802,453.99493,21.0,88.0,3.0,1.0,1.0,24.70781,56.095978,477.05276,-52.2
1684,4,24.70781,56.095978,477.05276,21.0,88.0,4.0,1.0,0.0,24.203926,56.194775,499.19006,-52.2
1685,12,24.203926,56.194775,499.19006,21.0,88.0,5.0,1.0,0.0,24.352697,56.907112,454.8289,-3.915
1686,21,24.352697,56.907112,454.8289,21.0,88.0,6.0,0.0,1.0,25.079563,56.752647,434.837,-56.115
1687,20,25.079563,56.752647,434.837,21.0,88.0,7.0,1.0,1.0,25.666616,52.52141,426.8314,-56.115
1688,4,25.666616,52.52141,426.8314,21.0,88.0,8.0,1.0,1.0,24.957693,51.195908,482.24466,-52.2
1689,8,24.957693,51.195908,482.24466,22.0,83.0,9.0,1.0,0.0,25.326973,51.14705,534.1554,-52.2
1690,20,25.326973,51.14705,534.1554,23.0,78.0,10.0,1.0,0.0,26.068575,49.03039,484.71744,-56.12205505371094
1691,5,26.068575,49.03039,484.71744,24.0,74.0,11.0,1.0,1.0,25.825132,49.51335,536.6282,-52.2
1692,13,25.825132,49.51335,536.6282,24.0,78.0,12.0,1.0,0.0,23.39214,49.46321,485.8302,-56.115
1693,17,23.39214,49.46321,485.8302,25.0,74.0,13.0,1.0,1.0,23.46589,49.69771,461.98343,-56.115
1694,17,23.46589,49.69771,461.98343,25.0,74.0,14.0,1.0,1.0,23.546312,49.111202,451.13834,-56.115
1695,19,23.546312,49.111202,451.13834,25.0,74.0,15.0,1.0,1.0,24.599068,48.396656,447.18417,-56.115
1696,3,24.599068,48.396656,447.18417,25.0,74.0,16.0,1.0,1.0,24.050978,45.644127,501.64938,-52.2
1697,19,24.050978,45.644127,501.64938,24.0,78.0,17.0,1.0,0.0,24.81268,45.941837,469.10205,-56.115
1698,13,24.81268,45.941837,469.10205,24.0,78.0,18.0,1.0,1.0,23.011684,47.089977,443.09576,-56.115
1699,19,23.011684,47.089977,443.09576,23.0,83.0,19.0,1.0,1.0,24.62654,48.746986,431.013,-56.115
1700,3,24.62654,48.746986,431.013,23.0,83.0,20.0,1.0,1.0,24.170713,50.362434,456.5135,-52.2
1701,18,24.170713,50.362434,456.5135,23.0,83.0,21.0,1.0,0.0,24.41063,51.953983,435.30994,-56.115
1702,0,24.41063,51.953983,435.30994,22.0,88.0,22.0,1.0,1.0,24.486591,54.388363,460.312,0.0
1703,14,24.486591,54.388363,460.312,22.0,88.0,23.0,0.0,0.0,22.34334,55.822678,436.45502,-56.115
1704,13,22.34334,55.822678,436.45502,22.0,88.0,0.0,1.0,1.0,22.422434,58.181908,428.52988,-56.115
1705,21,22.422434,58.181908,428.52988,21.0,94.0,1.0,1.0,1.0,23.760777,56.122562,424.47937,-56.115
1706,17,23.760777,56.122562,424.47937,21.0,94.0,2.0,1.0,1.0,23.837753,57.701965,423.50085,-56.115
1707,8,23.837753,57.701965,423.50085,21.0,94.0,3.0,1.0,1.0,24.626596,55.416206,451.24557,-52.2
1708,5,24.626596,55.416206,451.24557,21.0,94.0,4.0,1.0,0.0,24.447119,56.900314,475.4139,-52.2
1709,20,24.447119,56.900314,475.4139,21.0,94.0,5.0,1.0,0.0,25.37194,54.994858,443.89804,-56.115
1710,18,25.37194,54.994858,443.89804,21.0,94.0,6.0,1.0,1.0,25.236248,53.802197,431.26178,-56.115
1711,13,25.236248,53.802197,431.26178,22.0,88.0,7.0,1.0,1.0,23.09294,53.77814,427.66763,-56.115
1712,9,23.09294,53.77814,427.66763,22.0,88.0,8.0,1.0,1.0,23.91379,51.74697,482.8627,-52.2
1713,8,23.91379,51.74697,482.8627,23.0,83.0,9.0,1.0,0.0,24.631847,52.12531,534.77344,-52.2
1714,12,24.631847,52.12531,534.77344,24.0,78.0,10.0,1.0,0.0,25.005388,52.339344,484.99554,-3.915
1715,1,25.005388,52.339344,484.99554,25.0,74.0,11.0,0.0,1.0,22.099966,50.995327,541.13574,-52.2
1716,15,22.099966,50.995327,541.13574,25.0,74.0,12.0,1.0,0.0,22.291048,50.512234,487.626,-56.115
1717,23,22.291048,50.512234,487.626,25.0,74.0,13.0,1.0,1.0,24.338062,49.832714,462.79153,-56.115
1718,2,24.338062,49.832714,462.79153,24.0,78.0,14.0,1.0,1.0,23.17412,48.88641,518.6678,-52.2
1719,10,23.17412,48.88641,518.6678,24.0,78.0,15.0,1.0,0.0,24.745255,50.890633,570.57855,-52.2
1720,9,24.745255,50.890633,570.57855,24.0,78.0,16.0,1.0,0.0,25.367622,52.080894,619.2635,-52.2
1721,8,25.367622,52.080894,619.2635,23.0,83.0,17.0,1.0,0.0,25.66589,53.46167,672.97705,-52.2
1722,19,25.66589,53.46167,672.97705,23.0,89.0,18.0,1.0,0.0,26.187792,53.668587,530.5647,-56.16790008544922
1723,11,26.187792,53.668587,530.5647,23.0,89.0,19.0,1.0,1.0,26.063337,52.566135,555.81445,-52.206016540527344
1724,11,26.063337,52.566135,555.81445,23.0,89.0,20.0,1.0,0.0,26.143248,51.804848,575.6436,-52.23078155517578
1725,23,26.143248,51.804848,575.6436,23.0,89.0,21.0,1.0,0.0,26.120358,48.516834,489.02557,-56.1367301940918
1726,4,26.120358,48.516834,489.02557,23.0,89.0,22.0,1.0,1.0,25.392628,49.585102,511.6775,-52.2
1727,12,25.392628,49.585102,511.6775,23.0,83.0,23.0,1.0,0.0,25.423664,51.604195,460.86972,-3.915
1728,9,25.423664,51.604195,460.86972,22.0,94.0,0.0,0.0,1.0,26.424526,53.883244,482.83215,-52.470333099365234
1729,21,26.424526,53.883244,482.83215,22.0,94.0,1.0,1.0,0.0,26.676119,53.00524,447.46783,-56.80070495605469
1730,16,26.676119,53.00524,447.46783,22.0,94.0,2.0,1.0,1.0,26.333572,51.613487,432.67303,-56.28190612792969
1731,14,26.333572,51.613487,432.67303,22.0,88.0,3.0,1.0,1.0,23.978628,53.167946,425.8192,-56.115
1732,17,23.978628,53.167946,425.8192,21.0,94.0,4.0,1.0,1.0,23.911715,54.018814,423.46832,-56.115
1733,5,23.911715,54.018814,423.46832,21.0,94.0,5.0,1.0,1.0,23.805456,55.24874,451.21304,-52.2
1734,23,23.805456,55.24874,451.21304,21.0,94.0,6.0,1.0,0.0,24.514376,50.853897,433.92163,-56.115
1735,11,24.514376,50.853897,433.92163,21.0,94.0,7.0,1.0,1.0,25.230614,48.01647,458.00806,-52.2
1736,21,25.230614,48.01647,458.00806,22.0,88.0,8.0,1.0,0.0,25.150507,46.14693,449.32507,-56.115
1737,20,25.150507,46.14693,449.32507,22.0,88.0,9.0,1.0,1.0,25.874187,46.87119,446.6041,-56.115
1738,3,25.874187,46.87119,446.6041,23.0,83.0,10.0,1.0,1.0,24.494822,43.786247,501.36447,-52.2
1739,0,24.494822,43.786247,501.36447,24.0,78.0,11.0,1.0,0.0,24.794521,44.847286,553.2752,0.0
1740,20,24.794521,44.847286,553.2752,24.0,78.0,12.0,0.0,0.0,25.469202,44.91681,490.88208,-56.115
1741,4,25.469202,44.91681,490.88208,25.0,74.0,13.0,1.0,1.0,24.861456,44.418957,542.79285,-52.2
1742,15,24.861456,44.418957,542.79285,25.0,74.0,14.0,1.0,0.0,23.95931,43.145733,488.6043,-56.115
1743,20,23.95931,43.145733,488.6043,25.0,74.0,15.0,1.0,1.0,25.009205,43.561516,463.23178,-56.115
1744,3,25.009205,43.561516,463.23178,25.0,74.0,16.0,1.0,1.0,24.48934,40.86073,515.1144,-52.2
1745,0,24.48934,40.86073,515.1144,25.0,74.0,17.0,1.0,0.0,24.998257,44.15929,567.02515,0.0
1746,14,24.998257,44.15929,567.02515,25.0,74.0,18.0,0.0,0.0,22.34797,45.439087,483.4171,-56.115
1747,17,22.34797,45.439087,483.4171,25.0,74.0,19.0,1.0,1.0,22.311935,49.986576,447.0947,-56.115
1748,1,22.311935,49.986576,447.0947,24.0,83.0,20.0,1.0,1.0,21.880201,52.68034,465.8668,-52.221527099609375
1749,7,21.880201,52.68034,465.8668,24.0,83.0,21.0,1.0,0.0,23.02165,55.400356,492.57648,-52.2
1750,7,23.02165,55.400356,492.57648,24.0,83.0,22.0,1.0,0.0,24.207638,56.298008,515.2284,-52.2
1751,4,24.207638,56.298008,515.2284,24.0,83.0,23.0,1.0,0.0,23.425882,57.068672,538.81696,-52.2
1752,13,23.425882,57.068672,538.81696,23.0,89.0,0.0,1.0,0.0,22.981106,58.832924,475.66965,-56.115
1753,6,22.981106,58.832924,475.66965,23.0,89.0,1.0,1.0,1.0,23.776241,58.442028,497.80695,-52.2
1754,4,23.776241,58.442028,497.80695,23.0,89.0,2.0,1.0,0.0,23.559599,59.59762,520.45886,-52.2
1755,3,23.559599,59.59762,520.45886,22.0,94.0,3.0,1.0,0.0,23.358023,60.9506,543.57574,-52.2
1756,13,23.358023,60.9506,543.57574,22.0,94.0,4.0,1.0,0.0,22.786749,62.34794,477.58527,-56.115
1757,11,22.786749,62.34794,477.58527,22.0,94.0,5.0,1.0,1.0,24.53253,63.24644,499.72256,-52.2
1758,19,24.53253,63.24644,499.72256,22.0,94.0,6.0,1.0,0.0,25.23828,62.45683,455.0685,-56.115
1759,18,25.23828,62.45683,455.0685,22.0,94.0,7.0,1.0,1.0,25.20517,60.164238,434.94482,-56.115
1760,4,25.20517,60.164238,434.94482,23.0,89.0,8.0,1.0,1.0,24.876925,59.550453,489.05945,-52.2
1761,16,24.876925,59.550453,489.05945,24.0,83.0,9.0,1.0,0.0,24.716745,56.556908,463.43658,-56.115
1762,2,24.716745,56.556908,463.43658,26.0,74.0,10.0,1.0,1.0,23.744469,54.88383,515.31915,-52.2
1763,13,23.744469,54.88383,515.31915,26.0,74.0,11.0,1.0,0.0,21.416126,55.05768,463.80127,-56.626365661621094
1764,18,21.416126,55.05768,463.80127,28.0,66.0,12.0,1.0,1.0,21.038834,55.73045,440.65082,-57.500762939453125
1765,8,21.038834,55.73045,440.65082,28.0,66.0,13.0,1.0,1.0,22.908638,57.358295,497.60696,-52.2
1766,21,22.908638,57.358295,497.60696,27.0,66.0,14.0,1.0,0.0,23.469742,57.064987,467.28296,-56.115
1767,21,23.469742,57.064987,467.28296,27.0,74.0,15.0,1.0,1.0,24.705513,55.627613,453.62448,-56.115
1768,16,24.705513,55.627613,453.62448,27.0,70.0,16.0,1.0,1.0,22.926537,54.665237,449.60632,-56.115
1769,16,22.926537,54.665237,449.60632,27.0,70.0,17.0,1.0,1.0,23.217278,58.132343,446.73065,-56.115
1770,11,23.217278,58.132343,446.73065,26.0,70.0,18.0,1.0,1.0,23.989717,57.350018,471.86954,-52.2
1771,4,23.989717,57.350018,471.86954,25.0,78.0,19.0,1.0,0.0,24.075716,54.143215,494.44778,-52.2
1772,5,24.075716,54.143215,494.44778,26.0,74.0,20.0,1.0,0.0,23.930227,55.75176,517.0997,-52.2
